id_video,c1_form,c1_composition,c1_command,c1_description,c2_form,c2_composition,c2_command,c2_description,c3_form,c3_composition,c3_command,c3_description,c4_form,c4_composition,c4_command,c4_description,c5_form,c5_composition,c5_command,c5_description,c6_form,c6_composition,c6_command,c6_description,c7_form,c7_composition,c7_command,c7_description,c8_form,c8_composition,c8_command,c8_description,gender,country_origin,ocuppation,native_language,second_language,english_proficiency,computer_proficiency,previous_ucp_exp,exp_bitrix24,exp_zoom,exp_skype,exp_livestorm,exp_microsoft_teams,exp_gotomeeting,exp_lucid_meetings,exp_adobe_connect,exp_google_meet,exp_join_me,exp_teamviewer_meeting,exp_discord,previous_hg_exp
P_083,Dynamic,1,Palm up,Palm facing upward or downward and then raising it,Dynamic,1,Palm down ,Palm facing down and then lowering it,Static,1,Cross hands/arms,"Cross both open hands or arms, as to indicate a ""x""",Dynamic,1,Uncover mouth,Cover the mouth with open palm or both hands to then move hand away,Dynamic,1,Close curtains,Simulate closing the curtains with open palms,Dynamic,1,Double clap,Clap two times in front of yourself,Static,1,Raised hand,Open palm raised,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Female,Portugal,Student,Portuguese,English,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_084,Dynamic,1,Ear to point up,Touch ear to point upwards with index finger,Dynamic,1,Palm down ,Palm facing down and then lowering it,Dynamic,1,Thumb out to shh,"Do the thumb up but flipped outward and then move hand a bit out to then hold the index finger, pointed up, up against the mouth",Dynamic,1,Thumb out,Do the thumb up but flipped outward and then move hand a bit out,Dynamic,1,Hand down from above head,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head",Dynamic,1,Hand up from below head,"Open palm, facing down, or with back of hand facing camera, from breast level to above head",Static,1,Index up,Hold the index finger up,Dynamic,1,Hand down from above head,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head",Female,Poland,Student,Polish,English,Advanced,Advanced User,6,False,True,True,False,True,False,False,False,True,False,True,True,True
P_085,Dynamic,1,Index up up,Hold the index finger up and move the arm up,Static,1,Index down,Hold the index finger downwards,Dynamic,1,Pinch,All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),Dynamic,1,Unpinch,"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)",Dynamic,1,Swipe right,Swipe from left to right with open palm or finger facing the camera,Dynamic,1,Swipe left,Swipe from right to left with open palm or finger facing the camera,Static,1,Raised hand,Open palm raised,Dynamic,1,Close lid,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down",Male,Iceland,Student,Icelandic,English,Advanced,Advanced User,4,False,True,True,False,True,False,False,False,False,False,False,True,True
P_086,Dynamic,1,Palm up,Palm facing upward or downward and then raising it,Dynamic,1,Palm down ,Palm facing down and then lowering it,Dynamic,1,Flat hand out,"Open palm, facing down, above table to move from slightly inward to outwards",Dynamic,1,Close curtains,Simulate closing the curtains with open palms,Dynamic,1,Backwards palms fingers down,Open palms facing backwards moving all fingers down,Dynamic,1,Knob clockwise,Imitate holding a knob midair to then turn it clockwise,Static,1,Index up,Hold the index finger up,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Male,Denmark,Student,Danish,,Advanced,Advanced User,4,False,True,True,False,True,False,False,False,False,False,False,True,True
P_087,Dynamic,1,Palm up,Palm facing upward or downward and then raising it,Dynamic,1,Palm down ,Palm facing down and then lowering it,Static,1,Cover mouth,Cover the mouth with open palm,Dynamic,1,Uncover mouth,Cover the mouth with open palm or both hands to then move hand away,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Static,1,Index up,Hold the index finger up,Static,1,Cross hands/arms,"Cross both open hands or arms, as to indicate a ""x""",Male,India,Employed,English,Hindi,Native Speaker,Software Developer,6,False,True,True,False,True,False,False,False,True,True,False,True,False
P_088,Dynamic,1,Slider up,Imitate pinching a vertical volume slider and then moving it up (can move down and repeat the movement),Dynamic,1,Slider down,Imitate pinching a vertical volume slider and then moving it down (can move down and repeat the movement),Dynamic,1,Talking ,All finger except the thumb is placed up against each other and then pinch with the fingers and the thumb (repeat a few times),Dynamic,1,Talking ,All finger except the thumb is placed up against each other and then pinch with the fingers and the thumb (repeat a few times),Static,1,Block camera,Open palm moved slightly towards the camera,Static,1,Block camera,Open palm moved slightly towards the camera,Static,1,Index up,Hold the index finger up,Dynamic,1,Close lid,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down",Male,Denmark,Student,Danish,English,Intermediate,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_089,Static,1,Index up,Hold the index finger up,Static,1,Index down,Hold the index finger downwards,Static,1,Cross hands/arms,"Cross both open hands or arms, as to indicate a ""x""",Static,1,Thumbs up,Both hands or single hand thumbs up,Static,1,Cross hands/arms,"Cross both open hands or arms, as to indicate a ""x""",Static,1,Both hands held out,"Both hands held out, palms facing camera, and fingers spread out",Static,1,Raised hand,Open palm raised,Dynamic,1,Close lid,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down",Female,Denmark,Student,Danish,English,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_090,Static,1,Index up,Hold the index finger up,Static,1,Index down,Hold the index finger downwards,Static,1,Block camera,Open palm moved slightly towards the camera,Dynamic,1,Handover to camera,With open palm facing up move hand towards camera imitating handing the word over to the camera,Static,1,Block camera,Open palm moved slightly towards the camera,Dynamic,1,Palm away from camera,Open palm slightly towards camera to away from camera,Static,1,Index up,Hold the index finger up,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Male,Denmark,Student,Danish,English,Advanced,Advanced User,5,False,True,True,False,True,False,False,False,False,False,True,True,True
P_091,Dynamic,1,Wave up,"Open palm, facing down or facing up, moving up and down (repeat a few times)",Dynamic,1,Wave down,"Open palm, facing down, moving down and up (repeat a few times)",Dynamic,1,Pinch,All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),Dynamic,1,Unpinch,"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)",Dynamic,1,Open curtains,Simulate opening the curtains with open palms,Unkwown,0,Unkwown,Unkwown,Static,1,Index up,Hold the index finger up,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Male,Hungary,Student,Hungarian,,Advanced,Software Developer,1,False,False,False,False,True,False,False,False,False,False,False,False,True
P_092,Dynamic,1,Knob clockwise,Imitate holding a knob midair to then turn it clockwise,Dynamic,1,Wave down,"Open palm, facing down, moving down and up (repeat a few times)",Dynamic,1,Zip mouth,Imitate pulling a zipper across your lips to shut them,Dynamic,1,Unpinch,"All fingers is placed up against each other, like a whole finger pinch, and then fingers are moved away from eachother (or with index or thumb)",Static,1,Cross index fingers,"Cross both index fingers, as to indicate a ""x""",Dynamic,1,Capture photo,Imitate holding a camera and then pressing the shutter button,Static,1,Raised hand,Open palm raised,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Female,Denmark,Student,Danish,English,Advanced,Regular User,4,False,True,True,False,True,False,False,True,False,False,False,False,True
P_093,Dynamic,1,Palm up,Palm facing upward or downward and then raising it,Dynamic,1,Palm down ,Palm facing down and then lowering it,Dynamic,1,Single clap,Clap once in front of yourself,Dynamic,1,Double clap,Clap two times in front of yourself,Dynamic,1,Swipe left,Swipe from right to left with open palm or finger facing the camera,Dynamic,1,Swipe right,Swipe from left to right with open palm or finger facing the camera,Static,1,Raised hand,Open palm raised,Dynamic,1,Close lid,"Open palm, facing up, to facing down but imitating closing a lid or open palm, arm partially extended out and slightly up to then putting it down",Female,Denmark,Student,Danish,English,Advanced,Regular User,3,False,True,True,False,False,False,False,False,False,False,False,True,False
P_094,Dynamic,1,Index wave up,Hand held slightly up and a relaxed fist and then move the index finger up and down (repeat a few times),Dynamic,1,Index wave down,Hand held slightly up and a relaxed fist with index up and then move the index finger down and up (repeat a few times),Static,1,Cover mouth,Cover the mouth with open palm,Dynamic,1,Uncover mouth,Cover the mouth with open palm or both hands to then move hand away,Dynamic,1,Grab,Slightly open hand to  closing the hand to a fist,Dynamic,1,Release,From fist open hand,Static,1,Raised hand,Open palm raised,Static,1,Cross hands/arms,"Cross both open hands or arms, as to indicate a ""x""",Female,India,Student,Telugu,,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_095,Dynamic,1,Ear to point up,Touch ear to point upwards with index finger,Dynamic,1,Ear to wave down,"Hold hand up to ear and open palm, facing down, moving down and up (repeat a few times) with the other hand",Static,1,Cover mouth,Cover the mouth with open palm,Dynamic,1,Uncover mouth,Cover the mouth with open palm or both hands to then move hand away,Static,1,Timeout,"One open palm is vertical, the other is place horizontally on top to form a ""t""",Static,1,Timeout,"One open palm is vertical, the other is place horizontally on top to form a ""t""",Static,1,Raised hand,Open palm raised,Dynamic,1,Phone down,"Hand doing the shaka hand gesture, or the new phone gesture with flat hand against ear, to arm partially extended out and slightly up to then putting it down",Male,Switzerland,Student,German,Danish,Advanced,Software Developer,7,False,True,True,False,True,False,False,False,True,False,True,True,True
P_096,Static,1,Index up,Hold the index finger up,Static,1,Index down,Hold the index finger downwards,Dynamic,1,Zip mouth,Imitate pulling a zipper across your lips to shut them,Unkwown,0,Unkwown,Unkwown,Static,1,Timeout,"One open palm is vertical, the other is place horizontally on top to form a ""t""",Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Static,1,Raised hand,Open palm raised,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Male,Denmark,Student,Danish,,Native Speaker,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,True
P_097,Dynamic,1,Knob clockwise,Imitate holding a knob midair to then turn it clockwise,Dynamic,1,Knob counter clockwise,Imitate holding a knob midair to then turn it counter clockwise,Static,1,Index to mouth,"Hold the index finger, pointed up, up against the mouth",Static,1,Raised hand,Open palm raised,Static,1,Block camera,Open palm moved slightly towards the camera,Static,1,Raised hand,Open palm raised,Static,1,Index up,Hold the index finger up,Dynamic,1,Press button,Press imaginary button so point with index finger towards the screen,Male,Denmark,Student,Danish,English,Advanced,Software Developer,6,False,True,True,False,True,False,False,False,True,False,True,True,False
P_098,Dynamic,1,Wave up,"Open palm, facing down or facing up, moving up and down (repeat a few times)",Dynamic,1,Ear to wave down,"Hold hand up to ear and open palm, facing down, moving down and up (repeat a few times) with the other hand",Dynamic,1,Zip mouth,Imitate pulling a zipper across your lips to shut them,Unkwown,0,Unkwown,Unkwown,Static,1,Cross hands/arms,"Cross both open hands or arms, as to indicate a ""x""",Dynamic,1,Eyes to thumb up ,Point with index and middle finger to own eyes and then make a thumb up with a single hand,Static,1,Raised hand,Open palm raised,Dynamic,1,Spread hands,"Open palms, facing down, together and just above table and then move outwards",Male,Kosovo,Student,Albanian,English,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_099,Dynamic,1,Hand down from above head,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head",Dynamic,1,Hand up from below head,"Open palm, facing down, or with back of hand facing camera, from breast level to above head",Static,1,Cover mouth,Cover the mouth with open palm,Dynamic,1,Uncover mouth,Cover the mouth with open palm or both hands to then move hand away,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Static,1,Raised hand,Open palm raised,Static,1,Cross index fingers,"Cross both index fingers, as to indicate a ""x""",Female,Norway,Student,Norwegian,Vietnamese,Advanced,Advanced User,5,False,True,True,False,True,False,False,False,True,False,False,True,True
P_100,Dynamic,1,Slider up,Imitate pinching a vertical volume slider and then moving it up (can move down and repeat the movement),Dynamic,1,Slider down,Imitate pinching a vertical volume slider and then moving it down (can move down and repeat the movement),Dynamic,1,Grab,Slightly open hand to  closing the hand to a fist,Dynamic,1,Release,From fist open hand,Dynamic,1,Swipe left,Swipe from right to left with open palm or finger facing the camera,Dynamic,1,Open lid,"Open palm, arm partially extended out and put so the palm faces down to arm slighgly put up",Static,1,Index up,Hold the index finger up,Dynamic,1,Palm down ,Palm facing down and then lowering it,Male,Austria,Student,German,,Advanced,Software Developer,7,False,True,True,False,True,False,False,False,True,False,True,True,False
P_101,Dynamic,1,Palm up,Palm facing upward or downward and then raising it,Dynamic,1,Palm down ,Palm facing down and then lowering it,Dynamic,1,Pinch,All fingers except the thumb is placed up against each other then a pinch with the fingers and the thumb is done (or with index and thumb),Dynamic,1,Hand down from above head,"Move hand, with the back of the hand facing the camera, or facing down, from above the head to below the head",Dynamic,1,Swipe left,Swipe from right to left with open palm or finger facing the camera,Dynamic,1,Swipe right,Swipe from left to right with open palm or finger facing the camera,Static,1,Raised hand,Open palm raised,Dynamic,1,Wave,Normal side to side wave or normal open close hand wave - may be done with both hands,Male,Denmark,Student,Danish,,Advanced,Software Developer,7,False,True,True,False,True,False,False,False,True,False,True,False,True
